industry,job_title,level,years_of_experience,skills,certifications,ai_training_corpus
Software Engineering,Senior Software Engineer,Senior,7,"['C++', 'AWS', 'PostgreSQL', 'Python', 'Docker', 'Node.js']","['AWS Certified Developer', 'Certified Kubernetes Application Developer (CKAD)']","Job Title: Senior Software Engineer Job Title: Senior Software Engineer Job Title: Senior Software Engineer Career Level: Senior Career Level: Senior Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 7 years. Key Skills: C++, AWS, PostgreSQL, Python, Docker, Node.js. Key Skills: C++, AWS, PostgreSQL, Python, Docker, Node.js. Key Skills: C++, AWS, PostgreSQL, Python, Docker, Node.js. Relevant Certifications: AWS Certified Developer, Certified Kubernetes Application Developer (CKAD). "
Product Management,Group Product Manager,Manager,18,"['Scrum', 'User Research', 'Market Analysis', 'JIRA', 'Product Strategy', 'Roadmapping']",['Certified Scrum Product Owner (CSPO)'],"Job Title: Group Product Manager Job Title: Group Product Manager Job Title: Group Product Manager Career Level: Manager Career Level: Manager Industry: Product Management Industry: Product Management Years of Experience: approximately 18 years. Key Skills: Scrum, User Research, Market Analysis, JIRA, Product Strategy, Roadmapping. Key Skills: Scrum, User Research, Market Analysis, JIRA, Product Strategy, Roadmapping. Key Skills: Scrum, User Research, Market Analysis, JIRA, Product Strategy, Roadmapping. Relevant Certifications: Certified Scrum Product Owner (CSPO). "
Software Engineering,Software Engineer,Entry,0,"['Microservices', 'SQL', 'MongoDB', 'JavaScript', 'AWS', 'Java', 'PostgreSQL', 'Kubernetes']",[],"Job Title: Software Engineer Job Title: Software Engineer Job Title: Software Engineer Career Level: Entry Career Level: Entry Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 0 years. Key Skills: Microservices, SQL, MongoDB, JavaScript, AWS, Java, PostgreSQL, Kubernetes. Key Skills: Microservices, SQL, MongoDB, JavaScript, AWS, Java, PostgreSQL, Kubernetes. Key Skills: Microservices, SQL, MongoDB, JavaScript, AWS, Java, PostgreSQL, Kubernetes. "
Product Management,Group Product Manager,Manager,10,"['A/B Testing', 'Market Analysis', 'Roadmapping', 'Agile']",['Pragmatic Marketing Certified (PMC)'],"Job Title: Group Product Manager Job Title: Group Product Manager Job Title: Group Product Manager Career Level: Manager Career Level: Manager Industry: Product Management Industry: Product Management Years of Experience: approximately 10 years. Key Skills: A/B Testing, Market Analysis, Roadmapping, Agile. Key Skills: A/B Testing, Market Analysis, Roadmapping, Agile. Key Skills: A/B Testing, Market Analysis, Roadmapping, Agile. Relevant Certifications: Pragmatic Marketing Certified (PMC). "
Cybersecurity,Security Engineer,Entry,2,"['Cryptography', 'Malware Analysis', 'SIEM', 'Firewalls']",[],"Job Title: Security Engineer Job Title: Security Engineer Job Title: Security Engineer Career Level: Entry Career Level: Entry Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 2 years. Key Skills: Cryptography, Malware Analysis, SIEM, Firewalls. Key Skills: Cryptography, Malware Analysis, SIEM, Firewalls. Key Skills: Cryptography, Malware Analysis, SIEM, Firewalls. "
Cloud Engineering,Cloud Engineer,Entry,0,"['Terraform', 'GCP', 'Grafana', 'CI/CD']","['Microsoft Certified: Azure Administrator', 'Google Certified Professional Cloud Architect', 'AWS Certified Solutions Architect']","Job Title: Cloud Engineer Job Title: Cloud Engineer Job Title: Cloud Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 0 years. Key Skills: Terraform, GCP, Grafana, CI/CD. Key Skills: Terraform, GCP, Grafana, CI/CD. Key Skills: Terraform, GCP, Grafana, CI/CD. Relevant Certifications: Microsoft Certified: Azure Administrator, Google Certified Professional Cloud Architect, AWS Certified Solutions Architect. "
Data Science,Data Scientist,Entry,1,"['Big Data', 'TensorFlow', 'Statistics', 'Scikit-learn', 'Spark', 'Data Mining']",[],"Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Entry Career Level: Entry Industry: Data Science Industry: Data Science Years of Experience: approximately 1 years. Key Skills: Big Data, TensorFlow, Statistics, Scikit-learn, Spark, Data Mining. Key Skills: Big Data, TensorFlow, Statistics, Scikit-learn, Spark, Data Mining. Key Skills: Big Data, TensorFlow, Statistics, Scikit-learn, Spark, Data Mining. "
Product Management,Group Product Manager,Manager,11,"['Roadmapping', 'A/B Testing', 'Agile', 'Scrum']",[],"Job Title: Group Product Manager Job Title: Group Product Manager Job Title: Group Product Manager Career Level: Manager Career Level: Manager Industry: Product Management Industry: Product Management Years of Experience: approximately 11 years. Key Skills: Roadmapping, A/B Testing, Agile, Scrum. Key Skills: Roadmapping, A/B Testing, Agile, Scrum. Key Skills: Roadmapping, A/B Testing, Agile, Scrum. "
Cloud Engineering,Site Reliability Engineer (SRE),Mid-Level,2,"['Prometheus', 'Terraform', 'CI/CD', 'AWS', 'Azure', 'GCP', 'Docker', 'Kubernetes']","['Google Certified Professional Cloud Architect', 'Certified Kubernetes Administrator (CKA)']","Job Title: Site Reliability Engineer (SRE) Job Title: Site Reliability Engineer (SRE) Job Title: Site Reliability Engineer (SRE) Career Level: Mid-Level Career Level: Mid-Level Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 2 years. Key Skills: Prometheus, Terraform, CI/CD, AWS, Azure, GCP, Docker, Kubernetes. Key Skills: Prometheus, Terraform, CI/CD, AWS, Azure, GCP, Docker, Kubernetes. Key Skills: Prometheus, Terraform, CI/CD, AWS, Azure, GCP, Docker, Kubernetes. Relevant Certifications: Google Certified Professional Cloud Architect, Certified Kubernetes Administrator (CKA). "
Data Science,Lead Data Scientist,Senior,7,"['Data Mining', 'NumPy', 'R', 'SQL', 'Python', 'TensorFlow']",[],"Job Title: Lead Data Scientist Job Title: Lead Data Scientist Job Title: Lead Data Scientist Career Level: Senior Career Level: Senior Industry: Data Science Industry: Data Science Years of Experience: approximately 7 years. Key Skills: Data Mining, NumPy, R, SQL, Python, TensorFlow. Key Skills: Data Mining, NumPy, R, SQL, Python, TensorFlow. Key Skills: Data Mining, NumPy, R, SQL, Python, TensorFlow. "
Cloud Engineering,DevOps Engineer,Entry,1,"['Prometheus', 'Terraform', 'Jenkins', 'Ansible']","['AWS Certified Solutions Architect', 'Certified Kubernetes Administrator (CKA)', 'Google Certified Professional Cloud Architect']","Job Title: DevOps Engineer Job Title: DevOps Engineer Job Title: DevOps Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 1 years. Key Skills: Prometheus, Terraform, Jenkins, Ansible. Key Skills: Prometheus, Terraform, Jenkins, Ansible. Key Skills: Prometheus, Terraform, Jenkins, Ansible. Relevant Certifications: AWS Certified Solutions Architect, Certified Kubernetes Administrator (CKA), Google Certified Professional Cloud Architect. "
Cybersecurity,Security Analyst,Mid-Level,4,"['ISO 27001', 'Intrusion Detection', 'Ethical Hacking', 'Network Security', 'Malware Analysis', 'Cryptography', 'Firewalls']",[],"Job Title: Security Analyst Job Title: Security Analyst Job Title: Security Analyst Career Level: Mid-Level Career Level: Mid-Level Industry: Cybersecurity Industry: Cybersecurity Years of Experience: approximately 4 years. Key Skills: ISO 27001, Intrusion Detection, Ethical Hacking, Network Security, Malware Analysis, Cryptography, Firewalls. Key Skills: ISO 27001, Intrusion Detection, Ethical Hacking, Network Security, Malware Analysis, Cryptography, Firewalls. Key Skills: ISO 27001, Intrusion Detection, Ethical Hacking, Network Security, Malware Analysis, Cryptography, Firewalls. "
Cloud Engineering,Cloud Engineer,Entry,2,"['Docker', 'Ansible', 'Grafana', 'CI/CD', 'GCP', 'AWS', 'Jenkins', 'Prometheus']","['AWS Certified Solutions Architect', 'Microsoft Certified: Azure Administrator', 'Google Certified Professional Cloud Architect', 'Certified Kubernetes Administrator (CKA)']","Job Title: Cloud Engineer Job Title: Cloud Engineer Job Title: Cloud Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 2 years. Key Skills: Docker, Ansible, Grafana, CI/CD, GCP, AWS, Jenkins, Prometheus. Key Skills: Docker, Ansible, Grafana, CI/CD, GCP, AWS, Jenkins, Prometheus. Key Skills: Docker, Ansible, Grafana, CI/CD, GCP, AWS, Jenkins, Prometheus. Relevant Certifications: AWS Certified Solutions Architect, Microsoft Certified: Azure Administrator, Google Certified Professional Cloud Architect, Certified Kubernetes Administrator (CKA). "
Data Science,Data Scientist,Entry,1,"['R', 'PyTorch', 'Big Data', 'Spark']",['Google Professional Data Engineer'],"Job Title: Data Scientist Job Title: Data Scientist Job Title: Data Scientist Career Level: Entry Career Level: Entry Industry: Data Science Industry: Data Science Years of Experience: approximately 1 years. Key Skills: R, PyTorch, Big Data, Spark. Key Skills: R, PyTorch, Big Data, Spark. Key Skills: R, PyTorch, Big Data, Spark. Relevant Certifications: Google Professional Data Engineer. "
Software Engineering,Engineering Manager,Manager,17,"['MongoDB', 'AWS', 'Microservices', 'PostgreSQL', 'Docker', 'Go']","['AWS Certified Developer', 'Certified Kubernetes Application Developer (CKAD)']","Job Title: Engineering Manager Job Title: Engineering Manager Job Title: Engineering Manager Career Level: Manager Career Level: Manager Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 17 years. Key Skills: MongoDB, AWS, Microservices, PostgreSQL, Docker, Go. Key Skills: MongoDB, AWS, Microservices, PostgreSQL, Docker, Go. Key Skills: MongoDB, AWS, Microservices, PostgreSQL, Docker, Go. Relevant Certifications: AWS Certified Developer, Certified Kubernetes Application Developer (CKAD). "
Software Engineering,Engineering Manager,Manager,17,"['Node.js', 'React', 'Microservices', 'PostgreSQL', 'System Design', 'JavaScript', 'Kubernetes', 'C++']",[],"Job Title: Engineering Manager Job Title: Engineering Manager Job Title: Engineering Manager Career Level: Manager Career Level: Manager Industry: Software Engineering Industry: Software Engineering Years of Experience: approximately 17 years. Key Skills: Node.js, React, Microservices, PostgreSQL, System Design, JavaScript, Kubernetes, C++. Key Skills: Node.js, React, Microservices, PostgreSQL, System Design, JavaScript, Kubernetes, C++. Key Skills: Node.js, React, Microservices, PostgreSQL, System Design, JavaScript, Kubernetes, C++. "
Cloud Engineering,DevOps Engineer,Entry,0,"['Grafana', 'Jenkins', 'Terraform', 'CI/CD', 'Azure', 'Kubernetes', 'GCP', 'Docker']","['AWS Certified Solutions Architect', 'Google Certified Professional Cloud Architect']","Job Title: DevOps Engineer Job Title: DevOps Engineer Job Title: DevOps Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 0 years. Key Skills: Grafana, Jenkins, Terraform, CI/CD, Azure, Kubernetes, GCP, Docker. Key Skills: Grafana, Jenkins, Terraform, CI/CD, Azure, Kubernetes, GCP, Docker. Key Skills: Grafana, Jenkins, Terraform, CI/CD, Azure, Kubernetes, GCP, Docker. Relevant Certifications: AWS Certified Solutions Architect, Google Certified Professional Cloud Architect. "
Cloud Engineering,DevOps Engineer,Entry,0,"['Docker', 'Prometheus', 'Kubernetes', 'GCP', 'Grafana', 'Jenkins', 'Terraform', 'Azure']","['Certified Kubernetes Administrator (CKA)', 'AWS Certified Solutions Architect', 'Microsoft Certified: Azure Administrator', 'Google Certified Professional Cloud Architect']","Job Title: DevOps Engineer Job Title: DevOps Engineer Job Title: DevOps Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 0 years. Key Skills: Docker, Prometheus, Kubernetes, GCP, Grafana, Jenkins, Terraform, Azure. Key Skills: Docker, Prometheus, Kubernetes, GCP, Grafana, Jenkins, Terraform, Azure. Key Skills: Docker, Prometheus, Kubernetes, GCP, Grafana, Jenkins, Terraform, Azure. Relevant Certifications: Certified Kubernetes Administrator (CKA), AWS Certified Solutions Architect, Microsoft Certified: Azure Administrator, Google Certified Professional Cloud Architect. "
Data Science,Data Science Manager,Manager,9,"['Machine Learning', 'R', 'TensorFlow', 'SQL', 'Pandas', 'Statistics']",[],"Job Title: Data Science Manager Job Title: Data Science Manager Job Title: Data Science Manager Career Level: Manager Career Level: Manager Industry: Data Science Industry: Data Science Years of Experience: approximately 9 years. Key Skills: Machine Learning, R, TensorFlow, SQL, Pandas, Statistics. Key Skills: Machine Learning, R, TensorFlow, SQL, Pandas, Statistics. Key Skills: Machine Learning, R, TensorFlow, SQL, Pandas, Statistics. "
Cloud Engineering,Cloud Engineer,Mid-Level,2,"['GCP', 'CI/CD', 'AWS', 'Jenkins', 'Terraform', 'Docker']",[],"Job Title: Cloud Engineer Job Title: Cloud Engineer Job Title: Cloud Engineer Career Level: Mid-Level Career Level: Mid-Level Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 2 years. Key Skills: GCP, CI/CD, AWS, Jenkins, Terraform, Docker. Key Skills: GCP, CI/CD, AWS, Jenkins, Terraform, Docker. Key Skills: GCP, CI/CD, AWS, Jenkins, Terraform, Docker. "
Cloud Engineering,Cloud Engineer,Entry,0,"['Terraform', 'Ansible', 'Docker', 'Prometheus', 'Azure']",[],"Job Title: Cloud Engineer Job Title: Cloud Engineer Job Title: Cloud Engineer Career Level: Entry Career Level: Entry Industry: Cloud Engineering Industry: Cloud Engineering Years of Experience: approximately 0 years. Key Skills: Terraform, Ansible, Docker, Prometheus, Azure. Key Skills: Terraform, Ansible, Docker, Prometheus, Azure. Key Skills: Terraform, Ansible, Docker, Prometheus, Azure. "
Data Science,Data Science Manager,Manager,8,"['Pandas', 'Scikit-learn', 'Machine Learning', 'Spark', 'Python', 'NumPy', 'Big Data']","['TensorFlow Developer Certificate', 'Google Professional Data Engineer']","Job Title: Data Science Manager Job Title: Data Science Manager Job Title: Data Science Manager Career Level: Manager Career Level: Manager Industry: Data Science Industry: Data Science Years of Experience: approximately 8 years. Key Skills: Pandas, Scikit-learn, Machine Learning, Spark, Python, NumPy, Big Data. Key Skills: Pandas, Scikit-learn, Machine Learning, Spark, Python, NumPy, Big Data. Key Skills: Pandas, Scikit-learn, Machine Learning, Spark, Python, NumPy, Big Data. Relevant Certifications: TensorFlow Developer Certificate, Google Professional Data Engineer. "
