job_id,job_title,field,industry,experience_level,education_required,required_skills,preferred_skills,job_type,location,salary_min,salary_max,remote_option,description,education_standardized,experience_years_proxy,experience_score,education_score,combined_job_text,job_tokens_lemmas
JOB_01729,full stack developer,full,edtech,junior,any,docker;mongodb;session management;gitlab ci;model evaluation,problem solving;stream processing;devops,contract,"new york, usa",7000,17500,remote,seeking full stack developer with skills: docker;mongodb;session managem,any,1,0.0667,0.4,"full stack developer full edtech junior any docker;mongodb;session management;gitlab ci;model evaluation problem solving;stream processing;devops contract new york, usa remote seeking full stack developer with skills: docker;mongodb;session managem",full stack developer full edtech junior docker;mongodb;session management;gitlab ci;model evaluation problem solving;stream processing;devop contract new york usa remote seek full stack developer skill docker;mongodb;session managem
JOB_01730,security engineer,security,travel,senior,bachelor,feature engineering;configuration management;elk stack;zustand;incident response,grafana;llm;adaptability,hybrid,"peshawar, pakistan",10000,20000,hybrid,seeking security engineer with skills: feature engineering;configurat,bachelor,8,0.5333,0.7,"security engineer security travel senior bachelor feature engineering;configuration management;elk stack;zustand;incident response grafana;llm;adaptability hybrid peshawar, pakistan hybrid seeking security engineer with skills: feature engineering;configurat",security engineer security travel senior bachelor feature engineering;configuration management;elk stack;zustand;incident response grafana;llm;adaptability hybrid peshawar pakistan hybrid seek security engineer skill feature engineering;configurat
JOB_01731,senior backend engineer,senior,media,senior,bachelor,cloud architecture;owasp;etl;python;python scripting,monitoring;configuration management;application security,hybrid,"toronto, canada",25000,50000,remote,seeking senior backend engineer with skills: cloud architecture;owasp;etl;p,bachelor,8,0.5333,0.7,"senior backend engineer senior media senior bachelor cloud architecture;owasp;etl;python;python scripting monitoring;configuration management;application security hybrid toronto, canada remote seeking senior backend engineer with skills: cloud architecture;owasp;etl;p",senior backend engineer senior medium senior bachelor cloud architecture;owasp;etl;python;python script monitoring;configuration management;application security hybrid toronto canada remote seek senior backend engineer skill cloud architecture;owasp;etl;p
JOB_01732,network engineer,network,e-commerce,senior,bachelor,html;css;rust;cryptography;configuration management;transformers,incident response;go;svelte,contract,"karachi, pakistan",10000,20000,remote,seeking network engineer with skills: html/css;rust;cryptography;con,bachelor,8,0.5333,0.7,"network engineer network e-commerce senior bachelor html;css;rust;cryptography;configuration management;transformers incident response;go;svelte contract karachi, pakistan remote seeking network engineer with skills: html/css;rust;cryptography;con",network engineer network e commerce senior bachelor html;css;rust;cryptography;configuration management;transformers incident response;go;svelte contract karachi pakistan remote seek network engineer skill html css;rust;cryptography;con
JOB_01733,typescript developer,typescript,fintech,senior,any,monitoring;sql;azure;agile;scrum;neural networks,jwt;statistics;redis,full-time,"portland, usa",35000,70000,on-site,seeking typescript developer with skills: monitoring;sql;azure;agile/scr,any,8,0.5333,0.4,"typescript developer typescript fintech senior any monitoring;sql;azure;agile;scrum;neural networks jwt;statistics;redis full-time portland, usa on-site seeking typescript developer with skills: monitoring;sql;azure;agile/scr",typescript developer typescript fintech senior monitoring;sql;azure;agile;scrum;neural network jwt;statistics;redis full time portland usa site seek typescript developer skill monitoring;sql;azure;agile scr
JOB_01734,games engineer,games,saas,lead,bachelor,computer vision;application security;pytorch;message queues;redux,performance optimization;big data;node.js,hybrid,"london, uk",37500,75000,remote,seeking games engineer with skills: computer vision;application se,bachelor,12,0.8,0.7,"games engineer games saas lead bachelor computer vision;application security;pytorch;message queues;redux performance optimization;big data;node.js hybrid london, uk remote seeking games engineer with skills: computer vision;application se",games engineer games saas lead bachelor computer vision;application security;pytorch;message queues;redux performance optimization;big data;node.js hybrid london uk remote seeking game engineer skill computer vision;application se
JOB_01735,ai research scientist,ai,e-commerce,junior,master,performance optimization;computer vision;sql;nlp;penetration testing,incident response;api gateway;transformers,hybrid,hong kong,2000,5000,remote,seeking ai research scientist with skills: performance optimization;compu,master,1,0.0667,0.85,ai research scientist ai e-commerce junior master performance optimization;computer vision;sql;nlp;penetration testing incident response;api gateway;transformers hybrid hong kong remote seeking ai research scientist with skills: performance optimization;compu,ai research scientist ai e commerce junior master performance optimization;computer vision;sql;nlp;penetration testing incident response;api gateway;transformer hybrid hong kong remote seeking ai research scientist skill performance optimization;compu
JOB_01736,node.js developer,node.js,finance,junior,any,bert;python;kubernetes;flask;stream processing,oauth;message queues;looker,full-time,"manchester, uk",5000,12500,on-site,seeking node.js developer with skills: bert;python;kubernetes;flask;s,any,1,0.0667,0.4,"node.js developer node.js finance junior any bert;python;kubernetes;flask;stream processing oauth;message queues;looker full-time manchester, uk on-site seeking node.js developer with skills: bert;python;kubernetes;flask;s",node.js developer node.js finance junior bert;python;kubernetes;flask;stream processing oauth;message queues;looker full time manchester uk site seek node.js developer skill bert;python;kubernetes;flask;s
JOB_01737,data architect,data,telecommunications,senior,master,vue.js;next.js;java;ssl;tls;grafana,logging;html;css;kafka,hybrid,"toronto, canada",25000,50000,remote,seeking data architect with skills: vue.js;next.js;java;ssl/tls;gr,master,8,0.5333,0.85,"data architect data telecommunications senior master vue.js;next.js;java;ssl;tls;grafana logging;html;css;kafka hybrid toronto, canada remote seeking data architect with skills: vue.js;next.js;java;ssl/tls;gr",datum architect datum telecommunication senior master vue.js;next.js;java;ssl;tls;grafana logging;html;css;kafka hybrid toronto canada remote seek datum architect skill vue.js;next.js;java;ssl tls;gr
JOB_01738,typescript developer,typescript,fintech,lead,any,prometheus;hadoop;mongodb;mysql;microservices,vulnerability assessment;oauth;html;css,hybrid,hong kong,15000,30000,hybrid,seeking typescript developer with skills: prometheus;hadoop;mongodb;mysq,any,12,0.8,0.4,typescript developer typescript fintech lead any prometheus;hadoop;mongodb;mysql;microservices vulnerability assessment;oauth;html;css hybrid hong kong hybrid seeking typescript developer with skills: prometheus;hadoop;mongodb;mysq,typescript developer typescript fintech lead prometheus;hadoop;mongodb;mysql;microservice vulnerability assessment;oauth;html;css hybrid hong kong hybrid seek typescript developer skill prometheus;hadoop;mongodb;mysq
JOB_01739,vp of engineering,vp,retail,mid-level,master,cloud security;container orchestration;hyperparameter tuning;aws;restful apis,neural networks;model evaluation;bert,hybrid,"sydney, australia",5000,10000,remote,seeking vp of engineering with skills: cloud security;container orche,master,4,0.2667,0.85,"vp of engineering vp retail mid-level master cloud security;container orchestration;hyperparameter tuning;aws;restful apis neural networks;model evaluation;bert hybrid sydney, australia remote seeking vp of engineering with skills: cloud security;container orche",vp engineering vp retail mid level master cloud security;contain orchestration;hyperparameter tuning;aws;restful apis neural networks;model evaluation;bert hybrid sydney australia remote seeking vp engineering skill cloud security;container orche
JOB_01740,senior devops engineer,senior,automotive,mid-level,bachelor,transformers;rust;java;pytorch;cloud security,mongodb;data warehouse;fastapi,full-time,"toronto, canada",12500,25000,remote,seeking senior devops engineer with skills: transformers;rust;java;pytorch,bachelor,4,0.2667,0.7,"senior devops engineer senior automotive mid-level bachelor transformers;rust;java;pytorch;cloud security mongodb;data warehouse;fastapi full-time toronto, canada remote seeking senior devops engineer with skills: transformers;rust;java;pytorch",senior devop engineer senior automotive mid level bachelor transformers;rust;java;pytorch;cloud security mongodb;data warehouse;fastapi full time toronto canada remote seek senior devop engineer skill transformers;rust;java;pytorch
